Data_ID,DL_ID,PreAmp,CPU_Ver,Latitude,Longitude,Depth_m,Deploy_Date,Recovery_Date,Status
Flip07-3S,14-071110,426,1.17B,33-11.105 N,118-47.339 W,789,11/10/2007,12/11/2007,R
Flip07-4W,19-071110,429,1.17B,33-11.649 N,118-47.990 W,851,11/10/2007,12/11/2007,R
Flip07-H,05-071111,414,NULL,32-50.800 N,119-10.587 W,1013,11/11/2007,1/12/2008,R
Flip08-1N,29-081019,479,2.00*,33-03.023 N,118-40.893 W,328,10/19/2008,12/18/2008,R
Flip08-2E,26-081019,477,2.00Q,33-02.480 N,118-40.256 W,286,10/19/2008,12/18/2008,R
Flip08-3S,28-081019,480,2.00Q,33-01.937 N,118-40.893 W,404,10/19/2008,12/18/2008,R
Flip08-4W,27-081019,478,2.00*,33-02.476 N,118-41.538 W,428,10/19/2008,12/18/2008,R
G4_Sortie0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G4_Sortie1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G4_Sortie2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G5_Sortie0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G5_Sortie1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G5_Sortie2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GC-NE01,76-141120,761,2.02W,36-26.269 N,121-56.650 W,67,11/20/2014,6/25/2015,R
GC-NW01,55-141120,760,2.02W2,36-26.104 N,121-57.649 W,110,11/20/2014,6/25/2015,R
GC-SE01,19-141120,758,2.02W2,36-25.609 N,121-56.243 W,58,11/20/2014,6/25/2015,R
GC-SW01,39-141120,759,2.02W,36-25.123 N,121-56.955 W,94,11/20/2014,6/25/2015,R
GofAK_AB_01_01_HP,126-170428,812,2.86,57-30.820 N,146-30.050 W,1200,4/28/2017,9/13/2017,R
GofAK_CA01,37-110709,565,2.01A,59-00.510 N,148-54.495 W,202,7/11/2011,5/3/2012,R
GofAK_CA02,55-120503,626,2.02,59-00.410 N,148-54.460 W,203,5/3/2012,6/5/2013,R
GofAK_CA03,67-130605,697,2.05A,59-00.664 N,148-54.248 W,200,6/5/2013,9/5/2013,R
GofAK_CA04,55-130905,719,2.02S,59-00.609 N,148-53.963 W,203,9/5/2013,4/28/2014,R
GofAK_CA05,92-140428,707,2.02S,59-00.500 N,148-54.100 W,201,4/28/2014,9/9/2014,R
GofAK_CB01,55-110709,626,2.02,58-38.741 N,148-04.129 W,1000,7/12/2011,5/2/2012,R
GofAK_CB02,69-120503,648,2.02S,58-40.280 N,148-01.250 W,900,5/2/2012,6/6/2013,R
GofAK_CB03,55-130606,707,2.02S,58-40.409 N,148-00.546 W,877,6/6/2013,9/5/2013,R
GofAK_CB04,39-130905,678,2.02S,58-40.312 N,148-01.313 W,858,9/5/2013,4/28/2014,R
GofAK_CB05,91-140428,709,2.02S,58-40.260 N,148-01.430 W,914,4/28/2014,9/9/2014,R
GofAK_CB06,86-140909,711,2.02U,58-40.249 N,148-01.464 W,900,9/9/2014,5/1/2015,R
GofAK_CB_07_01,83-150501,742,2.02S,58-39.315 N,148-05.476 W,931,5/1/2015,9/13/2015,R
GofAK_CB_07_02_C4,106-150501,?;764;765;766,2.94,58-38.795 N,148-06.055 W,NULL,5/1/2015,9/13/2015,R
GofAK_CB_07_03_C4,107-150501,747;748;749;750,2.94,58-38.845 N,148-04.984 W,NULL,5/1/2015,9/13/2015,R
GofAK_CB_08,141-170430,823,2.86,58-40.170 N,148-01.500 W,874,4/30/2017,9/12/2017,R
GofAK_CB_09,141-170914,822,2.86,58-40.220 N,148-01.620 W,900,9/14/2017,10/29/2018,R
GofAK_CB_10,148-190425,822,2.87,58-40.177 N,148-01.568 W,972,4/25/2019,9/27/2019,R
GofAK_KO01,69-130609,652,2.02S,57-20.179 N,150-41.749 W,234,6/9/2013,9/8/2013,R
GofAK_KO02,66-130908,720,2.02S,57-20.137 N,150-41.989 W,230,9/8/2013,5/1/2014,R
GofAK_KO03,47-140501,719,2.02S,57-20.000 N,150-40.070 W,232,5/1/2014,9/11/2014,R
GofAK_KOA_01,126-190424,868,2.87,57-13.440 N,150-31.700 W,1000,4/24/2019,9/27/2019,R
GofAK_PT01,66-120907,671,2.02,56-14.607 N,142-45.439 W,989,9/8/2012,6/10/2013,R
GofAK_PT02,66-130610,648,2.02S,56-14.635 N,142-45.431 W,987,6/10/2013,9/2/2013,R
GofAK_PT03,43-130902,717,2.02S,56-14.575 N,142-45.409 W,988,9/2/2013,4/29/2014,R
GofAK_PT04,55-140429,723,2.02S,56-14.600 N,142-45.460 W,998,4/29/2014,9/10/2014,R
GofAK_QN01,47-130610,692,2.05A,56-20.341 N,145-11.183 W,930,6/10/2013,9/11/2013,R
GofAK_QN02,47-130911,667,2.02S,56-20.363 N,145-11.235 W,930,9/11/2013,4/30/2014,R
GofAK_QN03,39-140430,718,2.02S,56-20.471 N,145-11.182 W,924,4/30/2014,9/10/2014,R
GofAK_QN04,91-140910,709,2.02S,56-20.478 N,145-10.994 W,900,9/10/2014,5/2/2015,R
GofAK_QN05,82-150502,683,2.02S,56-20.441 N,145-11.110 W,945,5/2/2015,NULL,R
GofAK_QN_06,140-170429,858,2.86,56-20.390 N,145-11.110 W,964,4/29/2017,9/13/2017,R
GofCA01-PP,02-040310,*,NULL,23-49.830 N,109-37.870 W,659,3/10/2004,?,R
GofCA02-PP,03-041113,*,NULL,23-49.792 N,109-37.787 W,660,11/13/2004,?,R
GofCA03-PP,12-050516,104,1.1,23-49.824 N,109-37.808 W,659,5/16/2005,11/26/2005,R
GofCA04-4,18-051127,203,1.17B,23-55.580 N,109-40.780 W,840,11/27/2005,2/7/2006,R
GofCA04-5,17-051127,205,1.17*,23-55.410 N,109-39.970 W,846,11/27/2005,2/7/2006,R
GofCA04-6,16-051126,204,1.17*,23-54.650 N,109-40.190 W,805,11/26/2005,2/7/2006,R
GofCA04-7,15-051125,206,1.17*,23-54.860 N,109-41.030 W,783,11/25/2005,2/7/2006,R
GofCA05-PP,05-060207,209,1.17*,23-49.645 N,109-37.668 W,690,2/7/2006,12/8/2006,R
GofCA06-PP,16-061208,302,1.17,23-49.448 N,109-37.686 W,NULL,12/8/2006,6/17/2007,R
GofCA07-T,16-070620,302,1.17,28-36.440 N,112-30.309 W,400,6/20/2007,1/24/2008,R
GofCA08-T,16-080125,302,1.17,28-36.386 N,112-30.464 W,400,1/25/2008,8/6/2008,R
GofCA09-BLA,16-080807,473,1.17,29-01.619 N,113-22.557 W,690,8/7/2008,4/25/2009,R
GofCA10-CB,16-090426,406,1.17,29-01.638 N,113-22.539 W,NULL,4/26/2009,12/3/2009,R
GofCA11-CB,16-091206,589,1.17,29-01.652 N,113-22.527 W,600,12/6/2009,7/9/2010,R
GofMX_DC02,49-101018,602,2.02Q,29-03.134 N,86-05.773 W,268,10/13/2010,3/21/2011,R
GofMX_DC03,46-110321,602,2.02S,29-03.210 N,86-05.800 W,260,3/21/2011,10/23/2011,R
GofMX_DC04,68-111023,577,2.02S,29-02.886 N,86-05.899 W,260,10/23/2011,3/1/2012,R
GofMX_DC05,31-120301,585,2.02S,29-02.882 N,86-05.839 W,260,3/1/2012,12/9/2012,R
GofMX_DC06,72-121209,585,2.02S,29-02.902 N,86-05.873 W,260,12/9/2012,NULL,R
GofMX_DC07,19-131217,726,2.02S,29-02.890 N,86-05.839 W,300,12/17/2013,10/2/2014,R
GofMX_DC08,45-141002,694,2.02S,29-02.888 N,86-05.844 W,270,10/2/2014,8/3/2015,R
GofMX_DT01,16-100729,589,2.02R,25-31.911 N,84-38.251 W,1320,7/29/2010,3/3/2011,R
GofMX_DT02,16-110303,589,2.02S,25-31.911 N,84-38.251 W,1320,3/3/2011,7/12/2011,R
GofMX_DT03,16-110712,589,2.02S,25-31.859 N,84-38.262 W,1300,7/12/2011,12/13/2011,R
GofMX_DT04,72-111214,638,2.02S,25-31.867 N,84-38.265 W,1300,12/13/2011,5/27/2012,R
GofMX_DT05,72-120528,638,2.02S,25-31.938 N,84-38.041 W,1200,5/27/2012,12/7/2012,R
GofMX_DT06,19-121207,638,2.02S,25-31.941 N,84-38.046 W,1200,12/7/2012,11/1/2013,R
GofMX_DT07,76-131101,638,2.02S,25-32.219 N,84-38.150 W,1158,11/1/2013,9/28/2014,R
GofMX_DT08,71-140928,638,2.02S,25-32.320 N,84-37.873 W,1189,9/28/2014,8/2/2015,R
GofMX_GC01,50-100703,601,2.02Q,27-33.470 N,91-10.010 W,1115,7/3/2010,11/7/2010,R
GofMX_GC02,54-101107,601,2.02R,27-33.466 N,91-10.014 W,1160,11/8/2010,3/22/2011,R
GofMX_GC03,49-110322,601,2.02S,27-33.424 N,91-10.073 W,1100,3/22/2011,9/23/2011,R
GofMX_GC04,49-110923,601,2.02S,27-33.426 N,91-10.060 W,1100,9/23/2011,2/27/2012,R
GofMX_GC05,57-120227,656,2.02S,27-33.440 N,91-10.562 W,1100,2/27/2012,12/12/2012,R
GofMX_GC06,25-121213,694,2.02S,27-33.347 N,91-10.092 W,1100,12/13/2012,NULL,R
GofMX_GC07,45-140110,694,2.02S,27-33.347 N,91-10.092 W,1100,1/13/2014,9/30/2014,R
GofMX_GC08,69-141001,719,2.02U,27-33.366 N,91-10.073 W,1100,10/1/2014,8/7/2015,R
GofMX_HH01,19-120526,560,2.02S,25-01.702 N,84-23.769 W,1050,5/26/2012,12/6/2012,R
GofMX_HH02,76-121207,683,2.02S,25-01.688 N,84-23.745 W,1000,12/7/2012,10/30/2013,R
GofMX_HH03,27-131030,560,2.02U,25-01.707 N,84-23.708 W,1006,10/30/2013,9/27/2014,R
GofMX_HH04,77-140928,560,2.02S,25-01.149 N,84-23.401 W,1067,9/28/2014,8/1/2015,R
GofMX_MC01,31-100510,585,2.02Q,28-50.746 N,88-27.927 W,980,5/9/2010,9/5/2010,R
GofMX_MC02,31-100906,585,2.02Q,28-50.771 N,88-27.907 W,980,9/6/2010,12/19/2010,R
GofMX_MC03,31-101219,585,2.02Q,28-50.775 N,88-27.909 W,980,12/19/2010,3/21/2011,R
GofMX_MC04,31-110321,585,2.02S,28-50.775 N,88-27.946 W,980,3/21/2011,9/20/2011,R
GofMX_MC05,31-110922,585,2.02S,28-50.797 N,88-27.991 W,980,9/22/2011,2/28/2012,R
GofMX_MC06,25-120228,651,2.02S,28-50.853 N,88-28.041 W,980,2/28/2012,12/10/2012,R
GofMX_MC07,49-121211,693,2.02S,28-50.781 N,88-28.059 W,900,12/11/2012,1/8/2014,R
GofMX_MC08,72-140108,727,2.02S,28-58.820 N,88-28.086 W,900,1/8/2014,5/7/2014,R
GofMX_MC09,93-140422,729,2.02S,28-58.850 N,88-28.101 W,800,5/22/2014,9/29/2014,R
GofMX_MC10,92-140929,718,2.02S,28-58.732 N,88-28.082 W,800,9/29/2014,8/4/2015,R
GofMX_MP01,43-100702,578,2.02Q,29-15.204 N,88-17.753 W,86,7/2/2010,10/10/2010,R
GofMX_MP02,43-101106,565,2.02Q,29-15.318 N,88-17.808 W,93,11/6/2010,4/18/2011,R
GofMX_MP03,39-110321,596,2.02S,29-15.318 N,88-17.808 W,93,3/21/2011,9/20/2011,R
GofMX_MP04,39-110922,596,2.02S,29-15.354 N,88-17.702 W,93,9/22/2011,2/28/2012,R
GofMX_MP05,49-120229,652,2.02S,29-15.368 N,88-17.597 W,90,2/29/2012,12/10/2012,R
GofMX_MP06,31-121210,683,2.02S,29-15.379 N,88-17.514 W,90,12/10/2012,NULL,R
GofMX_MP07,49-140110,683,2.02S,29-15.160 N,88-17.536 W,90,1/12/2014,10/2/2014,R
GofMX_MP08,93-141002,729,2.02S,29-15.177 N,88-17.590 W,100,10/2/2014,8/4/2015,R
GOM_CC_01,37-190907,886,2.02AA2,27-06.583 N,96-19.467 W,251,9/7/2019,NULL,D
GOM_DC_09,77-150803,638,2.02S,29-02.878 N,86-05.847 W,276,8/3/2015,8/22/2016,R
GOM_DC_10,135-160825,822,2.85,29-02.865 N,86-05.875 W,265,8/25/2016,7/16/2017,R
GOM_DC_11,137-170716,869,2.86,29-02.865 N,86-05.899 W,269,7/16/2017,NULL,R
GOM_DT_09,06-150802,715,2.74,25-32.316 N,84-37.878 W,1240,8/2/2015,6/21/2016,R
GOM_DT_10,115-160621,807,2.85,25-32.360 N,84-37.743 W,1210,6/21/2016,7/7/2017,R
GOM_DT_11,136-170707,868,2.86,25-32.355 N,84-37.733 W,1190,7/7/2017,10/18/2018,R
GOM_EF_01,27-160721,828,2.02W2,27-43.985 N,92-57.080 W,NULL,7/21/2016,5/15/2017,R
GOM_EI_01,89-160720,761,2.02W2,27-53.072 N,92-24.562 W,NULL,7/20/2016,5/15/2017,R
GOM_EP_01,37-160719,827,2.02W2,29-16.865 N,87-51.499 W,219,7/19/2016,5/15/2017,R
GOM_GC_09,92-150807,718,2.02S,27-33.364 N,91-10.096 W,1133,8/7/2015,7/20/2016,R
GOM_GC_10,137-160720,809,2.85,27-33.367 N,91-10.083 W,1129,7/20/2016,5/16/2017,R
GOM_GC_11,152-170516,717,2.86,27-33.413 N,91-10.339 W,1100,5/16/2017,NULL,R
GOM_GI_01,86-160719,758,2.02W2,28-37.752 N,90-02.429 W,NULL,7/19/2016,8/13/2017,R
GOM_GU_01_01_C4,46-150915,785,NULL,28-20.804 N,85-19.107 W,200,9/15/2015,NULL,R
GOM_GU_01_02,39-150915,720,NULL,28-20.544 N,85-19.258 W,200,9/15/2015,NULL,R
GOM_GU_01_03,19-150915,729,NULL,28-20.558 N,85-18.939 W,200,9/15/2015,NULL,R
GOM_HH_05,76-150801,726,2.02U,25-01.152 N,84-23.410 W,1100,8/1/2015,6/21/2016,R
GOM_MC_11,93-150806,618,2.02U,28-58.724 N,88-28.079 W,770,8/6/2015,7/19/2016,R
GOM_MC_12,136-160720,821,2.85,28-58.727 N,88-28.084 W,775,7/20/2016,5/17/2017,R
GOM_MC_13,104-170517,728,2.86,28-50.832 N,88-27.973 W,990,5/17/2017,NULL,R
GOM_MP_09,69-150808,719,2.02U,29-15.115 N,88-17.506 W,90,8/8/2015,7/19/2016,R
GOM_MP_10,138-160719,806,2.85,29-15.100 N,88-17.510 W,73,7/19/2016,5/17/2017,R
GOM_MP_11,139-170517,731,2.86,29-15.145 N,88-17.356 W,120,5/17/2017,NULL,R
GOM_WF_01,71-160721,760,2.02W2,27-39.243 N,93-23.645 W,NULL,7/21/2016,5/15/2017,R
GOM_WF_02,115-190908,820,2.87,27-42.117 N,93-23.617 W,180,9/8/2019,NULL,D
HAT01-A,42-120315,561,2.02S,35-20.432 N,74-51.457 W,950,3/15/2012,10/9/2012,R
HAT02-A,08-121009,673,NULL,35-20.436 N,74-51.354 W,970,10/9/2012,5/29/2013,R
HAT03-A,34-130529,667,NULL,35-20.667 N,74-51.126 W,970,5/29/2013,5/8/2014,R
HAT04-A,67-140508,685,2.02S,35-20.806 N,74-50.883 W,840,5/8/2014,4/6/2015,R
HAT_A_05,52-150406,700,2.02S,35-20.531 N,74-51.436 W,980,4/6/2015,4/29/2016,R
HAT_A_06,116-160429,816,2.84,35-18.110 N,74-52.737 W,1021,4/29/2016,5/9/2017,R
HAT_B_01_01,149-170509,860,2.86,35-35.048 N,74-44.991 W,1100,5/9/2017,10/17/2017,R
HAT_B_01_02_C4,151-170509,853;854;861;862,2.96,35-34.747 N,74-45.419 W,1090,5/9/2017,NULL,R
HAT_B_01_03_C4,153-170509,832;845;848;849,2.96,35-35.166 N,74-45.432 W,1075,5/9/2017,NULL,R
HAT_B_02_03_C4,153-170628,832;845;848;849,2.96,35-35.168 N,74-45.346 W,1120,6/28/2017,10/25/2017,R
HAT_B_03_01,149-171025,860,2.87,35-35.011 N,74-44.584 W,NULL,10/25/2017,5/31/2018,R
HAT_B_03_02,115-171025,810,2.87,35-39.649 N,74-45.305 W,1050,10/25/2017,6/1/2018,R
HAT_B_03_03,129-171025,811,2.87,35-35.243 N,74-45.379 W,1100,10/25/2017,6/1/2018,R
HAT_B_04_01,126-180601,807,2.87,35-35.386 N,74-44.856 W,1350,6/1/2018,12/14/2018,R
HAT_B_04_03_C4,135-180601,905;906;911;913,2.97,35-35.431 N,74-45.766 W,1078,6/1/2018,12/14/2018,R
HAT_B_05,141-181214,815,2.87,35-35.358 N,74-45.270 W,1175,12/13/2018,5/17/2019,R
HAT_B_06_01,141-190517,815,2.87,35-35.065 N,74-44.873 W,1220,5/17/2019,10/24/2019,R
HAT_B_06_02_C4,153-190517,914;913;916;917,2.97,35-34.830 N,74-44.730 W,1190,5/17/2019,10/24/2019,R
HAT_B_06_03_C4,135-190517,915;906;911;905,2.97,35-35.085 N,74-44.490 W,1280,5/17/2019,10/24/2019,R
Hawaii01-K,25-070810,406,NULL,19-34.890 N,156-00.912 W,630,8/10/2007,10/19/2007,R
Hawaii02-K,15-080418,425,1.17*,19-34.835 N,156-00.907 W,650,4/18/2008,7/4/2008,R
Hawaii03-K,15-080707,425,1.17*,19-34.894 N,156-00.890 W,650,7/7/2008,12/10/2008,R
Hawaii05-K,15-090209,453,1.17*,19-34.657 N,156-00.825 W,460,2/9/2009,4/1/2009,R
Hawaii06-K,15-090421,453,1.17*,19-34.957 N,156-00.947 W,620,4/22/2009,10/22/2009,R
Hawaii07-K,15-091022,453,1.17,19-34.918 N,156-00.914 W,620,10/23/2009,12/15/2009,R
Hawaii08-K,15-091217,453,NULL,19-34.888 N,156-00.928 W,620,12/17/2009,4/15/2010,R
Hawaii09-K,15-100416,NULL,NULL,19-34.889 N,156-00.930 W,620,4/20/2010,9/29/2010,R
Hawaii10-K,26-100929,595,NULL,19-34.939 N,156-00.910 W,652,9/29/2010,5/6/2011,R
Hawaii11-K,26-110511,595,NULL,19-34.945 N,156-00.913 W,650,5/10/2010,10/28/2011,R
Hawaii13-K,30-120525,595,2.02S,19-34.965 N,156-00.929 W,610,5/24/2012,11/15/2012,R
Hawaii14-K,15-121117,619,2.02R,19-34.976 N,156-00.941 W,680,11/15/2012,5/22/2013,R
Hawaii15-K,15-130522,595,2.02S,19-34.976 N,156-00.941 W,680,5/22/2013,10/18/2013,R
Hawaii16-K,15-131020,716,2.02S,19-34.976 N,156-00.941 W,680,10/20/2013,4/21/2014,R
Hawaii17-K,10-140323,716,2.02S,19-34.985 N,153-00.939 W,716,3/23/2014,7/23/2014,R
Hawaii18-K,10-140726,692,2.05A,19-34.985 N,156-00.939 W,700,7/26/2014,12/1/2014,R
Hawaii19-K,10-141204,692,NULL,19-34.994 N,156-00.983 W,648,12/4/2014,4/22/2015,R
Hawaii20-K,10-150424,692,2.05A,19-34.994 N,156-00.983 W,650,4/24/2015,NULL,R
Hawaii_K_22,44-151104,730,NULL,19-34.967 N,156-00.969 W,699,11/4/2015,NULL,R
Hawaii_K_23_01,122-160703,716,2.84,19-34.984 N,156-00.938 W,665,7/3/2016,9/13/2016,R
Hawaii_K_23_02,134-160703,692,2.6,19-34.984 N,156-00.938 W,665,7/3/2016,9/13/2016,R
Hawaii_K_25,134-170430,692,2.6,19-34.983 N,156-00.951 W,676,5/1/2017,7/10/2017,R
Hawaii_K_26,122-170710,716,2.84,19-34.983 N,156-00.951 W,676,7/11/2017,10/24/2017,R
Hawaii_K_27,150-171024,691,NULL,19-34.979 N,156-00.953 W,730,10/24/2017,4/24/2018,R
HOKE01-A,17-080913,454,1.17*,32-06.370 N,126-54.580 W,770,9/13/2008,6/6/2009,R
Howland_A_01,103-170307,675,2.86,00.82568 N,176-64.488 W,780,4/11/2017,NULL,R
JAX01-A,35-090330,471,2.00S,30-16.626 N,80-12.948 W,82,3/30/2009,9/16/2009,R
JAX01-B,34-090330,478,2.00S,30-15.492 N,80-25.692 W,37,3/30/2009,9/16/2009,R
JAX02-A,34-091609,478,2.00S,30-16.831 N,80-12.962 W,83,9/16/2009,2/21/2010,R
JAX03-A,35-100221,471,2.01A,30-16-520 N,80-12.551 W,89,2/21/2010,8/26/2010,R
JAX04-B,34-100309,577,2.01A,30-15-550 N,80-25.540 W,38,3/9/2010,8/26/2010,R
JAX05-A,34-100826,577,2.01A,30-16.092 N,80-12.537 W,91,8/26/2010,2/1/2011,R
JAX05-B,35-100826,471,2.01A,30-15.425 N,80-25.962 W,37,8/26/2010,2/1/2011,R
JAX06-A,35-110201,584,2.01A,30-16.691 N,80-13.251 W,91,2/1/2011,7/14/2011,R
JAX06-B,34-110202,577,NULL,30-15.461 N,80-25.669 W,37,2/2/2011,7/14/2011,R
JAX08-A,35-120124,639,2.02S,30-17.101 N,80-13.285 W,91,1/24/2012,NULL,L
JAX09-C,83-130509,676,2.02S,30-19.972 N,80-12.043 W,94,5/12/2013,2/17/2014,R
JAX10-C,69-140217,673,2.02U,30-19.586 N,80-12.296 W,88,2/17/2014,8/23/2014,R
JAX11-D,43-140823,681,2.02S,30-09.036 N,79-46.203 W,800,8/23/2014,6/2/2015,R
JAX_D_12,27-150702,714,2.02U,30-08.936 N,79-46.263 W,750,7/2/2015,4/26/2016,R
JAX_D_13,128-160426,808,2.84,30-09.110 N,79-46.213 W,736,4/26/2016,6/25/2017,R
JAX_D_14,116-170625,841,2.86,30-09.161 N,79-46.193 W,740,6/25/2017,6/26/2018,R
JAX_D_15,123-180626,823,2.87,30-09.135 N,79-46.236 W,740,6/26/2018,6/15/2019,R
Kauai01-A,41-091002,564,2.01A,21-57.164 N,159-53.238 W,706,10/7/2009,6/3/2010,R
Kauai02-A,26-100603,593,NULL,21-57.224 N,159-53.383 W,720,6/3/2010,8/20/2010,R
Kauai_A_05,127-070716,736,2.84,21-56.952 N,159-53.273 W,717,7/7/2016,9/12/2017,R
King01-A,44-111103,593,NULL,06-21.908 N,162-17.539 W,859,11/3/2011,5/9/2012,R
LJ02-P,31-090617,493,2.01A,32-53.429 N,117-23.825 W,550,6/17/2009,6/19/2009,R
LJ03-P,17-090619,560,1.17*,32-53.630 N,117-22.716 W,550,6/19/2009,7/2/2009,R
LJ07-P,19-100226,588,NULL,32-53.576 N,117-22.756 W,470,2/26/2010,4/9/2010,R
LJ08-T,39-102709,587,2.02R_SSD,32-52.350 N,117-16.340 W,64,7/27/2010,8/5/2010,R
LJ09-P,33-101015,587,2.02R,32-53.550 N,117-22.859 W,478,10/15/2010,11/15/2010,R
LJ11-P_59,59-110425,NULL,2.02C,32-53.550 N,117-22.859 W,480,4/26/2011,5/25/2011,R
LJ11-P_60,60-110425,NULL,2.02C,32-53.550 N,117-22.859 W,480,4/26/2011,5/25/2011,R
LJ15-P,17-110728,645,2.05A,32-53.918 N,117-22.594 W,480,7/28/2011,NULL,R
LJ17_P-A,70-120921,680,NULL,32-53.734 N,117-22.457 W,480,9/21/2012,10/12/2012,R
LJ17_P-B,70-120921,680,2.02,32-53.750 N,117-22.449 W,480,9/21/2012,10/10/2012,R
LJ19-P,16-121213,676,2.02S,32-53.762 N,117-22.458 W,600,2/12/2013,3/13/2013,R
LJ21-P1,80-130527,711,2.02S,32-53.493 N,117-24.016 W,521,5/27/2013,9/5/2013,R
LJ21-P2,52-130526,712,2.02S,32-52.997 N,117-23.666 W,500,5/26/2013,6/27/2013,R
LJ21-P3,13-130526,714,2.02S,32-53.025 N,117-24.327 W,520,5/26/2013,6/25/2013,R
LJ21_WG,40-130527,706,NULL,NULL,NULL,NULL,5/27/2013,6/4/2013,R
LJ23-P,71-140124,711,2.02S,32-53.514 N,117-24.043 W,422,1/24/2014,3/4/2014,R
LJ26-P,71-030614,711,2.02S,32-53.416 N,117-24.056 W,NULL,3/6/2014,6/27/2014,R
LJ27-P,83-140627,676,2.02S,32-53.375 N,117-24.070 W,NULL,6/27/2014,10/1/2014,R
LJ27-P_A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LJ27-P_B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LJ28-P,32-141001,677,2.02S,32-53.423 N,117-24.012 W,530,10/1/2014,1/9/2015,R
LJ29-P,37-150109,676,2.02S,32-53.412 N,117-24.019 W,NULL,1/9/2015,NULL,R
LJ30-P_C4,107-150418,?;764;765;766,2.94,32-53.375 N,117-24.013 W,530,4/20/2015,4/22/2015,R
LJ31-P,37-150602,780,2.02S,32-53.404 N,117-24.032 W,NULL,6/2/2015,9/25/2015,R
LJ32-P,43-150925,599,2.02S,32-53.418 N,117-24.039 W,NULL,9/25/2015,10/19/2015,R
LJ32-P_T,101-150925,800,2.74,32-53.418 N,117-24.039 W,NULL,9/25/2015,10/19/2015,R
LJ33-P,101-151020,599,2.74,32-53.401 N,117-24.006 W,NULL,10/20/2015,11/20/2015,R
LJ_DM_01_A,107-160907,823,2.85,32-59.628 N,117-25.034 W,100,9/7/2016,9/23/2016,R
LJ_DM_01_B_C4,136-160907,781;782;784;805,2.95,32-59.628 N,117-25.034 W,200,9/7/2016,9/23/2016,R
LJ_DM_01_D,103-160907,818,2.85,32-59.628 N,117-25.034 W,570,9/7/2016,9/23/2016,R
LJ_LCN_01_DL151_C4,151-170317,845;850;861;862,2.96,32-48.358 N,117-31.369 W,900,3/17/2017,NULL,R
LJ_LCN_01_DL153_C4,153-170317,851;852;853;854,2.96,32-48.358 N,117-31.369 W,900,3/17/2017,NULL,R
LJ_LCN_02_B_C4,152-170325,823;855;860;858,2.96,32-48.330 N,117-31.592 W,900,3/24/2017,NULL,R
LJ_LCN_02_DL151_C4,151-170325,861;862;845;854,2.96,32-48.388 N,117-31.810 W,900,3/24/2017,NULL,R
LJ_LCN_02_DL153_C4,153-170325,832;853;848;849,2.96,32-48.388 N,117-31.810 W,900,3/24/2017,NULL,R
LJ_LCN_03_00_C4,150-170524,865;868;869;864,2.96,32-48.366 N,117-31.565 W,900,5/24/2017,6/2/2017,R
LJ_LCN_04,130-170818,870,2.87,32-48.382 N,117-31.607 W,900,8/18/2017,9/1/2017,R
LJ_LCN_04_DL115,115-170818,822,2.87,32-48.382 N,117-31.607 W,900,8/18/2017,9/1/2017,R
LJ_Pier_01,84-170130,NULL,2.3,NULL,NULL,67,1/30/2017,NULL,R
LJ_P_34_01,115-151120,720,2.74,32-52.038 N,117-23.482 W,468,11/20/2015,4/8/2016,R
LJ_P_34_02_C4,106-151120,764;781;782;784,2.94,32-51.472 N,117-24.605 W,522,11/20/2015,3/15/2016,R
LJ_P_34_03_C4,107-151120,745;747;748;749,2.94,32-52.553 N,117-24.608 W,526,11/20/2015,3/15/2016,R
LJ_P_35,126-160408,809,2.84,32-52.097 N,117-23.478 W,470,4/8/2016,8/10/2016,R
LJ_P_36,126-160810,809,2.85,32-52.100 N,117-22.470 W,380,8/12/2016,10/26/2016,R
LJ_P_38,111-161208,840,2.86,32-52.569 N,117-23.718 W,503,12/8/2016,2/13/2017,R
LJ_P_39_01,129-170214,841,2.86,32-53.053 N,117-23.594 W,504,2/14/2017,5/24/2017,R
LJ_P_39_02_C4,137-170213,846;847;848;849,2.95,32-52.552 N,117-23.640 W,500,2/13/2017,2/23/2017,R
LJ_P_40,129-170530,806,2.86,32-53.053 N,117-23.954 W,517,5/30/2017,9/29/2017,R
LJ_P_41,154-170927,870,2.87,32-53.051 N,117-23.897 W,600,9/27/2017,1/22/2018,R
LJ_P_42,107-180122,803,2.87,32-52.975 N,117-23.851 W,NULL,1/22/2018,6/15/2018,R
LJ_P_42_N_C4,111-180305,900;905;906;907,2.97,32-53.2492 N,117-23.1710 W,500,3/5/2018,3/8/2018,R
LJ_P_42_S_C4,140-180305,904;908;909;910,2.97,32-52.7744 N,117-23.9178 W,505,3/5/2018,3/8/2018,R
LJ_P_43,124-180615,814,2.87,32-52.9649 N,117-23.8615 W,510,6/15/2018,8/17/2018,R
