Data_ID,DL_ID,PreAmp,CPU_Ver,Latitude,Longitude,Depth_m,Deploy_Date,Recovery_Date,Status,Sample_Rate,Cycle_Int,Duty_Dur,Prob_Set,Data_Start_Date,Data_Start_Time,Data_End_Date,Data_End_Time,Rec_Dur
OCNMS16-CE,13-130717,714,2.02S,47-21.174 N,124-42.474 W,120,2013-07-17,2014-05-17,R,200,0,0,1,2013-07-17,00:00:00,2013-08-04,04:08:25,17.2
OCNMS16-QC,82-130716,712,2.02S,47-30.038 N,125-21.264 W,1384,2013-07-16,2014-05-17,R,200,0,0,1,2013-07-17,00:00:00,2014-05-02,09:32:30,289.4
OTSG01-CCE1,05-081111,426,2.00Q,33-28.600 N,122-32.000 W,3979,2008-11-11,2009-02-26,R,200,35,5,1,2008-11-01,00:00:00,2009-02-26,19:43:45,117
OTSG02-CORC1,27-091219,567,2.01A,32-08.700 N,120-30.110 W,3845,2009-12-19,2012-08-30,L,200,45,5,0,2009-12-19,20:00:00,NULL,NULL,NULL
OTSG03-CCE1,32-091215,565,2.01A,32-25.760 N,122-29.130 W,4000,2009-12-15,2010-09-07,R,200,35,5,0,2009-12-15,12:00:00,2010-09-07,21:58:45,266
OTSG03-CORC2,77-120828,675,2.02S,32-25.760 N,122-29.130 W,NULL,2012-08-28,NULL,R,200,10,5,1,2012-09-03,00:00:00,2013-06-07,05:17:30,277.2
OTSG04-CCE1,39-100902,612,2.02R,33-27.360 N,122-29.730 W,1000,2010-09-02,2011-03-09,R,200,20,5,0,2010-09-06,00:00:00,2011-03-09,23:02:30,184
OTSG_CORC4_02,80-140501,724,2.02S,31.44.82 N,121-22.68 W,948,NULL,2016-10-18,R,200,30,15,0,2014-04-30,23:59:59,2015-12-04,12:00:00,582.5
Pagan_A_01,24-150522,695,NULL,17-57.785 N,145-28.867 E,NULL,2015-05-22,2017-07-26,R,200,15,5,0,2015-05-25,00:00:00,2017-04-11,13:03:45,687.5
PAL02-WT,10-061019,320,1.17,05-51.846 N,162-09.907 W,620,2006-10-19,2007-07-17,R,200,20,5,0,2006-10-19,04:00:00,2007-03-23,14:00:00,156
PAL03-WT,10-070408,320,1.17,05-51.882 N,162-09.362 W,550,2007-04-08,2007-09-20,R,200,20,5,1,2007-04-09,00:00:00,2007-09-20,21:25:00,165
PAL04-WT,10-070921,320,1.17,05-51.927 N,162-09.402 W,550,2007-09-21,2008-05-23,R,50,0,0,1,2007-09-22,00:00:00,2008-02-13,16:00:21,146
PAL05-WT,10-080526,320,1.17,05-51.906 N,162-09.491 W,520,2008-05-26,2008-10-17,R,200,20,5,1,2008-05-27,12:00:00,2008-09-17,09:26:13,113
PAL06-WT,10-081021,451,1.17*,05-51.777 N,162-09.385 W,599,2008-10-21,2009-05-23,R,200,20,5,1,2008-10-22,00:00:00,2009-04-02,01:23:13,162
PAL07-NS,10-090530,451,1.17,05-54.252 N,162-02.219 W,1085,2009-06-01,2009-09-26,R,200,20,5,1,2009-06-02,00:00:00,2009-09-27,21:00:00,117
PAL08-NS,10-091003,451,NULL,05-53.719 N,162-01.229 W,718,2009-10-03,2010-06-03,R,200,20,5,1,2009-10-05,00:00:01,2009-11-12,08:23:46,38
PAL09-NS,10-100607,598,NULL,05-53.690 N,162-02.224 W,700,2010-06-11,2010-08-24,R,200,0,0,0,2010-06-12,00:00:01,2010-08-25,02:08:46,74
PAL10-NS,10-100825,598,NULL,05-53.705 N,162-02.240 W,700,2010-08-25,TBD,R,200,0,0,0,2010-08-27,00:00:00,2010-12-09,16:06:15,104
PHR01-A,36-091002,487,2.01A,27-43.517 N,175-38.287 W,753,2009-10-02,2010-05-24,R,200,20,5,0,2009-10-20,00:00:00,2010-05-24,00:42:30,217
PHR02-A,24-100510,595,NULL,27-43.620 N,175-37.946 W,752,2010-05-24,2010-08-13,R,200,0,0,0,2010-06-01,00:00:00,2010-09-17,12:10:00,108
PHR04-A,44-110411,593,NULL,27-43.519 N,175-38.257 W,550,2011-04-11,NULL,R,200,0,0,0,2011-04-12,00:00:00,2011-07-29,10:50:00,108
PHR05-A,15-110813,NULL,2.02R,27-43.521 N,175-38.250 W,NULL,2011-08-13,2012-07-24,R,200,8,5,0,2011-08-15,00:00:00,2012-01-07,10:03:45,146
PHR06-A,44-120724,593,2.02S,27-43.509 N,175-38.309 W,780,2012-07-24,2013-05-29,R,200,25,5,1,2012-08-01,00:00:00,2013-05-29,07:42:30,301
PHR07-A,57-130513,668,2.02S,27-44.462 N,175-33.588 W,985,2013-05-03,NULL,R,200,40,5,0,NULL,NULL,NULL,NULL,NULL
PHR08-A,NULL,NULL,NULL,NULL,NULL,NULL,2014-08-26,NULL,R,200,20,5,0,2014-09-12,00:00:00,2015-07-16,15:20:00,307.6
PHR_A_09,54-160814,675,NULL,NULL,NULL,NULL,2015-10-15,NULL,R,200,30,5,0,2015-10-15,00:00:00,2016-08-14,02:33:45,304.1
PHR_A_10,44-160814,678,2.02S,27-44.459 N,175-33.627 W,915,2016-08-14,2017-11-08,R,200,30,5,1,2016-08-20,00:00:00,2017-03-14,15:03:45,206.6
PS01-PS1,12-061003,305,1.17,36-17.946 N,122-23.628 W,1392,2006-10-03,NULL,R,200,15,5,0,2006-10-03,12:00:00,2007-01-16,13:24:28,106
PS02-PS1,20-070122,307,NULL,36-17.924 N,122-23.583 W,1390,2007-01-24,2007-07-17,R,200,15,5,0,2007-01-25,00:00:00,2007-06-04,21:20:00,131
PS03-PS1,12-070717,305,1.17*,36-17.921 N,122-23.598 W,1386,2007-01-17,2008-01-24,R,200,20,5,0,2007-07-19,00:00:00,2007-10-29,13:45:00,103
PS04-PS1,20-080124,400,1.17*,36-18.876 N,122-23.465 W,1386,2008-01-24,2008-08-02,R,200,20,5,1,2008-01-25,00:00:00,2008-07-08,01:45:00,166
PS05-PS1,12-080801,305,1.17*,36-23.427 N,122-18.351 W,833,2008-08-01,2009-01-29,R,200,15,5,0,2008-08-04,00:00:00,2009-01-06,04:04:08,156
PS06-PS1,20-090129,484,1.17*,36-17.921 N,122-23.598 W,1386,2009-01-29,2009-04-30,R,200,10,5,0,2009-02-01,00:00:00,2009-05-07,08:50:00,95
PS07-PS1,12-090430,NULL,NULL,36-23.336 N,122-18.409 W,847,2009-04-30,2009-09-22,R,200,15,5,0,2009-05-01,00:00:00,2009-09-22,04:16:15,144.2
PS08-PS1,20-090922,484,NULL,36-23.367 N,122-18.457 W,843,2009-09-22,NULL,R,200,10,5,0,2009-09-23,00:00:00,2010-01-06,18:53:24,105
PS09-PS1,12-100225,486,2.01A,36-23.479 N,122-18.450 W,837,2010-02-25,NULL,R,200,25,5,0,2010-02-26,00:00:00,2010-11-03,22:08:45,250
PS11-PS1,12-110620,627,NULL,36-23.472 N,122-18.419 W,850,2011-06-20,NULL,R,200,10,5,0,2011-06-21,00:00:00,2012-04-07,06:33:45,291
PS12-PS1,20-111129,641,NULL,36-17.945 N,122-23.633 W,1412,2011-11-29,NULL,R,200,5,5,0,2011-11-30,00:00:00,2012-06-24,12:20:00,207
Saipan01-A,24-100310,594,NULL,15-18.998 N,145-27.542 E,689,2010-03-10,2011-04-02,R,200,40,5,0,2010-03-05,00:00:00,2010-08-25,17:23:45,203
Saipan02-A,24-110405,594,2.02S,15-19.026 N,145-27.463 E,696,2011-04-30,2012-06-18,R,200,20,5,0,2011-04-27,00:00:00,2011-10-20,03:23:45,177
Saipan03-A,24-120619,583,2.02S,15-19.067 N,145-27.421 E,NULL,2012-08-19,2013-07-14,R,200,6,5,1,2012-06-20,00:00:00,2013-03-08,14:36:00,261
Saipan04-A,24-130720,651,2.02S,15-19.275 N,145-27.260 E,600,2013-07-13,2014-06-14,R,200,7,5,1,2013-07-23,00:00:00,2014-01-17,17:10:30,178.7
Saipan05-A,24-140615,695,2.02S,15-19.275 N,145-27.260 E,600,2014-06-15,NULL,R,200,7,5,0,2014-06-18,00:00:00,2015-04-17,20:04:45,303.8
Saipan_A_06,30-150511,668,2.02S,15-19.046 N,145-27.433 E,NULL,2015-05-11,2016-05-18,R,200,7,5,1,2015-05-13,00:00:00,2016-05-02,18:52:30,355.8
Saipan_A_07,30-160527,691,NULL,15-19.003 N,145-27.260 E,NULL,2016-05-27,2017-05-17,R,200,7,5,1,2016-05-30,00:00:00,2017-05-17,23:47:30,353
Saipan_A_08,142-170526,863,2.86,15-19.021 N,145-27.443 E,329,2017-05-26,2018-07-10,R,200,7,5,0,2017-05-29,00:00:00,2018-06-02,00:17:00,369
SBGray01-A,43-100301,578,2.02Q,34-23.401 N,119-52.999 W,56,2010-03-01,2010-04-07,R,200,0,0,0,2010-03-01,20:00:00,2010-04-07,19:48:45,37
SBGray02-A,43-100407,578,2.02Q,34-23.389 N,119-52.961 W,55,2010-04-07,2010-05-25,R,200,0,0,0,2010-04-08,03:36:15,2010-05-25,07:02:29,48
SDT_BF_01,89-170728,887,2.02AA2,32-51.718 N,117-36.448 W,915,2017-07-27,2017-11-13,R,20,0,0,0,2017-07-28,00:00:00,2017-11-13,20:05:00,108.8
SDT_DP_01,71-170803,892,2.02AA2,32-51.494 N,117-27.172 W,610,2017-08-03,2017-11-15,R,20,0,0,0,2017-08-05,00:00:00,2017-11-15,18:15:00,102.8
SDT_GR_01,69-170731,890,2.02AA2,32-49.220 N,117-41.800 W,1082,2017-07-31,2017-11-13,R,20,0,0,0,2017-08-01,00:00:00,2017-11-13,19:00:00,104.8
SDT_HP_01,34-170731,885,2.02AA2,32-45.597 N,117-39.302 W,1044,2017-07-31,2017-11-13,R,20,0,0,0,2017-08-01,00:00:00,2017-11-13,15:52:30,104.7
SDT_PR_01,37-170803,888,2.02AA2,32-54.885 N,117-29.772 W,735,2017-08-03,2017-11-15,R,20,0,0,0,2017-08-05,00:00:00,2017-11-15,17:25:00,102.7
SDT_SL_01,92-170727,886,2.02AA2,32-47.916 N,117-34.489 W,943,2017-07-27,2017-11-15,R,20,0,0,0,2017-07-28,00:00:00,2017-11-08,03:50:00,103.2
SDT_SW_01,27-170731,884,2.02AA2,32-42.502 N,117-45.800 W,302,2017-07-31,2017-11-13,R,20,0,0,0,2017-08-01,00:00:00,2017-11-13,17:57:30,104.7
SDT_SZ_01,58-170803,893,2.02AA2,32-49.691 N,117-30.947 W,823,2017-08-03,2017-11-15,R,20,0,0,0,2017-08-05,00:00:00,2017-11-15,16:35:00,102.7
SDT_WQ_01,25-170731,889,NULL,32-46.301 N,117-47.905 W,295,2017-07-31,2017-11-13,R,20,0,0,0,2017-08-01,00:00:00,2017-11-13,17:57:30,104.7
Socal01-A,07-050813,110,1.17,33-15.127 N,118-15.044 W,318,2005-08-13,2005-10-04,R,200,0,0,0,2005-08-13,12:00:00,2005-09-27,17:20:00,46
Socal01-B,13-050813,311,1.17,34-16.434 N,120-01.499 W,600,2005-08-13,?,R,200,0,0,0,2005-08-15,12:00:00,2005-09-29,17:18:45,45
Socal01-C,10-050814,H112,1.17,34-18.992 N,120-48.304 W,730,2005-08-14,?,R,200,0,0,0,2005-08-13,00:00:00,2005-09-28,17:18:45,46
Socal02-A,02-051004,H201,1.17B,33-15.101 N,118-15.148 W,339,2005-10-04,2006-05-03,R,200,15,5,0,2005-10-05,02:00:00,2006-01-26,23:09:28,114
Socal02-B,08-051005,H200,1.17,34-16.480 N,120-01.414 W,580,2005-10-05,2006-05-14,R,200,15,5,0,2005-10-05,18:00:00,2006-01-24,22:09:28,112
Socal02-C,07-051006,H202,1.17,34-18.950 N,120-48.053 W,828,2005-10-06,?,R,200,15,5,0,2005-10-06,02:00:00,2006-01-17,01:09:28,104
Socal03-D,60514,H308,NULL,33-48.992 N,121-50.590 W,360,2006-05-15,2006-09-27,R,200,0,0,0,2006-05-15,05:00:00,2006-07-08,11:20:00,55
Socal04-A,07-060710,H302,1.17,33-15.114 N,118-15.110 W,335,2006-07-10,2006-09-01,R,200,10,5,0,2006-07-10,00:00:00,2006-09-01,01:00:14,53
Socal05-A,14-060901,H306,1.17,33 15.140 N,118-15.130 W,335,2006-09-01,2006-11-07,R,200,0,0,0,2006-09-01,02:00:00,2006-10-25,08:20:00,55
Socal05-C,18-060901,H307,1.17B,34 18.950 N,120-48.053 W,800,2006-09-01,2007-01-19,R,200,0,0,0,2006-09-02,00:00:00,2006-10-23,17:14:49,52
Socal05-E,16-060901,H302,1.17,32-39.066 N,119-28.851 W,1330,2006-09-02,2006-11-05,R,200,0,0,0,2006-09-03,00:00:00,2006-10-27,18:20:00,55
Socal07-E,21-061026,H301,1.17B,32-38.993 N,119-29.009 W,1330,2007-10-26,2007-05-09,R,200,20,5,1,2006-10-27,05:00:00,2007-02-27,18:04:28,124
Socal08-A,02-061107,H309,1.17B,33-15.170 N,118-15.175 W,330,2006-11-07,2007-01-20,R,200,0,0,0,2006-11-08,00:00:00,2007-01-01,06:20:00,55
Socal09-B,14-061117,HT325,1.17*,34-16.469 N,120-01.372 W,582,2006-11-17,2007-01-19,R,200,0,0,0,2006-11-18,00:00:00,2007-01-09,00:37:30,53
Socal10-A,23-070120,H345,1.17B,33-15.098 N,118-14.992 W,323,2007-01-20,2007-03-08,R,200,0,0,0,2007-01-20,18:00:00,2007-03-09,18:42:32,49
Socal10-C,25-070119,HT325,1.17B,34-18.621 N,120-47.925 W,766,2007-01-19,2007-03-26,R,200,0,0,0,2007-01-19,18:00:00,2007-03-15,12:20:00,56
Socal10-G,22-070118,H351,1.17B,32-55.507 N,118-36.307 W,303,2007-01-18,2007-01-18,R,200,10,5,0,2007-01-18,12:00:00,2007-04-28,16:43:45,101
Socal11-B,24-070225,H309,1.17B,34-16.500 N,120-01.520 W,581,2007-02-25,2007-04-21,R,200,0,0,0,2007-02-25,19:00:00,2007-04-21,13:18:45,56
Socal12-A,11-070308,H352,1.17,33-15.147 N,118-14.991 W,200,2007-03-08,2007-03-08,R,200,0,0,1,2007-04-02,00:00:00,2007-04-26,07:04:54,24
Socal12-B,11-070403,H356,1.17,33-15.149 N,118-14.991 W,200,2007-04-03,2007-05-09,R,200,0,0,0,2007-03-09,00:00:00,2007-04-26,07:05:57,49
Socal13-C,25-070326,HT325,1.17B,34-18.598 N,120-47.890 W,768,2007-03-26,2007-07-11,R,200,10,5,0,2007-03-26,23:30:00,2007-07-12,18:55:00,109
Socal14-A,23-070509,H354,1.17B,33-14.861 N,118-15.835 W,577,2007-05-09,2007-07-10,R,200,0,0,1,2007-05-09,07:00:00,2007-07-10,12:18:45,63
Socal14-B,21-070509,H356,1.17B,34-16.506 N,120-01.505 W,600,2007-05-09,2008-06-17,R,200,0,0,0,2007-05-11,06:00:00,2007-07-04,12:18:45,55
Socal14-E,22-070509,H351,1.17B,32-39.415 N,119-28.405 W,1316,2007-05-09,2007-10-23,R,200,20,5,1,2007-06-02,00:00:00,2007-10-23,16:45:00,143
Socal14-G,18-070509,H325,1.17B,32-55.552 N,118-37.187 W,485,2007-05-09,2007-07-22,R,200,0,0,1,2007-05-09,12:00:00,2007-07-02,18:18:45,55
Socal15-A,24-070710,H400,1.17B,33-15.027 N,118-14.991 W,339,2007-07-10,2007-10-21,R,200,0,0,1,2007-07-11,00:00:00,2007-09-03,06:15:00,55
Socal16-B,23-070713,HT325,1.17B,34-16.519 N,120-01.443 W,500,2007-07-13,2007-10-29,R,200,10,5,1,2007-07-13,22:00:00,2007-10-29,09:50:00,108
Socal16-C,14-070712,H401,1.17*,34-18.477 N,120-47.796 W,770,2007-07-12,2007-10-29,R,200,10,5,1,2007-07-12,22:00:00,2007-10-18,09:45:00,99
Socal18-D,11-070725,H3__,1.17*,33-50.253 N,121-51.269 W,3630,2007-07-25,2008-12-19,R,200,15,5,0,2007-07-24,20:00:00,2007-10-15,15:32:30,84
Socal18-G,17-070723,H405,1.17*,32-55.605 N,118-37.254 W,480,2007-07-23,2007-10-22,R,200,0,0,0,2007-07-23,06:00:00,2007-09-15,12:18:45,55
Socal18-H,18-070723,H407,1.17B,32-50.813 N,119-10.600 W,1013,2007-07-23,2007-10-23,R,200,0,0,0,2007-07-24,00:00:00,2007-09-16,06:18:45,55
Socal19-A,24-071022,H425,1.17B,33-15.039 N,118-14.963 W,318,2007-10-22,2007-10-22,R,200,0,0,0,2007-10-22,12:00:00,2007-12-15,18:18:45,55
Socal19-E,17-071023,H405,1.17,32-39.412 N,119-28.412 W,1288,2007-10-23,2008-08-02,R,200,20,5,1,2007-10-23,12:00:00,2008-03-23,00:22:00,152
Socal19-G,02-071022,H413,1.17B,32-55.602 N,118-37.248 W,471,2007-10-22,2008-01-12,R,200,0,0,0,2007-10-22,12:00:00,2007-12-15,18:18:45,55
Socal22-A,25-071213,429,1.17B,33-15.107 N,118-14.897 W,308,2007-12-13,2008-02-08,R,200,0,0,1,2007-12-13,08:00:00,2007-12-24,16:29:49,12
Socal23-G,14-080113,426,1.17B,32-55.619 N,118-38.135 W,458,2008-01-13,2008-06-03,R,200,15,5,1,2008-01-13,08:00:00,2008-05-25,17:05:00,133
Socal23-H,19-080112,428,1.17B,32-50.782 N,119-10.551 W,1015,2008-01-12,2008-06-03,R,200,15,5,1,2008-01-13,00:00:00,2008-02-03,07:35:45,22
Socal24-A2,02-080208,H414,1.17B,33-13.783 N,118-16.146 W,1100,2008-02-08,2008-04-11,R,200,0,0,0,2008-02-09,00:00:00,2008-03-30,21:00:00,51
Socal25-A2,24-080411,450,1.17B,33-13.812 N,118-16.442 W,1100,2008-04-11,2008-06-03,R,200,0,0,0,2008-04-12,00:00:00,2008-06-01,08:58:45,51
Socal26-A2,05-080603,H500,2.00Q,33-13.764 N,118-16.474 W,1139,2008-06-03,2008-08-01,R,200,0,0,1,2008-06-04,06:00:00,2008-07-25,02:53:00,51
Socal26-B,02-080606,451,1.17B,34-16.588 N,120-01.536 W,582,2008-06-06,2008-07-23,R,200,0,0,0,2008-06-07,00:00:00,2008-07-21,02:12:30,45
Socal26-G,24-080604,454,1.17B,32-55.639 N,118-37.105 W,435,2008-06-04,2008-08-02,R,200,0,0,0,2008-06-04,08:00:00,2008-07-28,02:18:45,55
Socal26-H,14-080604,426,1.17B,32-50.823 N,119-10.606 W,1012,2008-06-04,2008-08-03,R,200,0,0,1,2008-06-05,00:00:00,2008-07-25,20:58:45,51
Socal26-J,13-080605,453,1.17B,34-08.399 N,119-59.349 W,238,2008-06-05,2008-07-23,R,200,0,0,0,2008-06-06,00:00:00,2008-07-23,01:52:30,47
Socal27-A2,05-080802,451,2.00Q,33-13.758 N,118-16.439 W,1141,2008-08-02,2008-09-16,R,200,0,0,1,2008-08-02,12:00:00,2008-09-15,14:06:23,44
Socal27-E,24-080803,453,1.17B,32-39.448 N,119-28.288 W,1300,2008-08-03,2008-10-19,R,200,0,0,0,2008-08-03,11:00:00,2008-09-26,17:17:30,54
Socal27-H,19-080804,452,1.17B,32-50.841 N,119-10.489 W,1018,2008-08-04,2008-10-18,R,200,0,0,1,2008-08-04,12:00:00,2008-09-27,18:18:00,54
Socal28-A2,28-080916,476,2.00*,33-13.424 N,118-16.773 W,1150,2008-09-16,2008-10-16,R,200,0,0,1,2008-09-17,00:00:00,2008-10-16,23:16:21,30
Socal29-A2,30-081021,550,2.00*,33-13.282 N,118-16.495 W,1141,2008-10-21,2008-12-18,R,200,0,0,0,2008-10-21,01:20:00,2008-12-14,23:15:11,55
Socal29-E,19-081019,452,1.17B,32-39.440 N,119-28.252 W,1295,2008-10-19,2008-12-21,R,200,0,0,0,2008-10-19,12:00:00,2008-12-12,18:17:30,55
Socal29-H,24-081020,453,1.17B,32-50.823 N,119-10.624 W,1015,2008-10-20,2008-12-17,R,200,0,0,0,2008-10-21,00:00:00,2008-12-14,06:15:00,55
Socal30-H-Q2-DL27,27-081221,478,2.00Q,32-50.754 N,119-10.387 W,1010,2008-12-21,2009-01-12,R,200,0,0,1,2008-12-21,11:00:00,2009-01-12,19:10:04,23
Socal30-J,13-081219,483,1.17B,34-08.364 N,119-59.336 W,231,2008-12-19,2009-03-12,R,200,7,5,1,2008-12-18,08:00:00,2009-02-24,16:54:00,68
Socal31-A2,29-090114,480,2.00*,33-13.696 N,118-16.520 W,1139,2009-01-14,2009-03-10,R,200,0,0,1,2009-01-14,08:00:00,2009-03-08,12:50:11,54
Socal31-E,26-090113,477,2.00Q,32-39.427 N,119-28.430 W,1317,2009-01-13,2009-03-13,R,200,0,0,1,2009-01-13,18:00:00,2009-03-09,00:18:55,55
Socal31-G2,24-090112,481,1.17B,33-08.407 N,118-52.815 W,1130,2009-01-12,2009-03-10,R,200,0,0,0,2009-01-13,02:00:00,2009-03-04,22:55:00,50
Socal31-H,30-090112,482,2.00Q,32-50.587 N,119-10.170 W,1004,2009-01-12,2009-03-13,R,200,0,0,0,2009-01-13,00:00:00,2009-03-08,06:18:56,55
Socal31-M,19-090113,452,1.17B,33-30.582 N,119-15.282 W,895,2009-01-13,2009-03-10,R,200,0,0,0,2009-01-13,06:00:00,2009-03-08,12:18:13,55
Socal31-N,27-090113,478,2.00L,32-22.204 N,118-33.908 W,1369,2009-01-13,2009-03-13,R,200,0,0,0,2009-01-14,00:00:00,2009-03-09,06:18:00,54
Socal32-A2,05-090310,400,2.00S,33-13.679 N,118-16.554 W,1141,2009-03-10,2009-05-16,R,200,0,0,1,2009-03-10,18:00:00,2009-05-04,00:16:15,55
Socal32-B,25-090312,412,1.17B,34-16.528 N,120-01.129 W,577,2009-03-12,2009-05-11,R,200,0,0,0,2009-02-12,18:00:00,2009-05-06,00:15:00,55
Socal32-C,02-090311,413,1.17B,34-18.885 N,120-48.367 W,802,2009-03-11,2009-05-17,R,200,0,0,0,2009-03-12,12:00:00,2009-05-05,18:18:45,55
Socal32-E,19-090313,452,1.17B,32-39.409 N,119-28.419 W,1308,2009-03-13,2009-05-19,R,200,0,0,0,2009-03-13,20:00:00,2009-05-07,02:17:30,55
Socal32-G2,29-090310,480,2.00S,33-08.408 N,118-52.811 W,1126,2009-03-10,2009-05-16,R,200,0,0,0,2009-03-10,18:00:00,2009-05-04,00:18:45,56
Socal32-H,26-090313,477,2.00Q,32-50.587 N,119-10.170 W,935,2009-03-13,2009-05-19,R,200,0,0,0,2009-03-14,00:00:00,2009-05-07,06:18:55,55
Socal32-K2,13-090312,483,1.17B,34-00.039 N,120-32.540 W,569,2009-03-12,recovered from Japan,R,200,0,0,1,2009-03-13,04:00:00,2009-05-06,10:17:30,54
Socal32-M,24-090310,481,1.17B,33-30.579 N,119-15.280 W,1123,2009-03-10,2009-05-16,R,200,0,0,0,2009-03-11,00:00:00,2009-05-04,06:17:00,54
Socal32-N,30-090314,482,2.00S,32-22.205 N,118-33.905 W,1295,2009-03-14,2009-05-19,R,200,0,0,1,2009-03-14,06:00:00,2009-05-07,12:18:45,55
Socal32-SS,31-090312,492,2.00S,34-24.366 N,119-53.440 W,21,2009-03-12,2009-04-02,R,200,0,0,0,2009-03-12,16:00:00,2009-04-02,23:19:20,21
Socal33-A2,11-090516,494,1.17B,33-13.697 N,118-16.554 W,1139,2009-05-16,2009-07-26,R,200,0,0,1,2009-05-16,13:00:00,2009-07-05,11:41:43,50
Socal33-CCE1,27-090517,473,2.01X,33-28.400 N,122-31.400 W,3990,2009-05-17,2009-12-13,R,200,20,5,1,2009-05-17,00:00:00,2009-12-15,21:23:45,213
Socal33-E,24-090519,481,1.17B,32-39.379 N,119-28.389 W,1313,2009-05-19,2009-07-24,R,200,0,0,0,2009-05-19,06:00:00,2009-07-12,12:18:00,55
Socal33-G2,05-090516,400,2.00S,33-08.411 N,118-52.832 W,1126,2009-05-16,2013-12-02,R,200,0,0,1,2009-05-16,15:00:00,2009-07-09,21:17:30,54
Socal33-H,32-090519,488;489;490;491,2.10F,32-50.540 N,119-10.297 W,994,2009-05-19,2009-07-22,R,100,0,0,1,2009-05-19,06:30:00,2009-06-13,12:59:00,25
Socal33-M,29-090516,480,2.00S,33-30.580 N,119-15.253 W,1120,2009-05-16,2009-07-26,R,200,0,0,1,2009-05-17,00:00:00,2009-07-08,14:55:00,52
Socal33-N,19-090519,452,1.17B,32-22.197 N,118-33.893 W,1295,2009-05-19,2009-07-22,R,200,0,0,0,2009-05-19,15:00:00,2009-07-12,21:17:00,54
Socal33-SN,33-090518,495,2.01X,32-54.913 N,120-22.544 W,1086,2009-05-18,2010-07-22,R,200,35,5,0,2009-05-19,00:00:00,2010-06-02,09:15:00,379
Socal34-E,32-090724,492,2.01,32-39.539 N,119-28.632 W,1334,2009-07-24,2009-09-25,R,200,0,0,1,2009-07-24,08:00:00,2009-09-16,14:16:15,55
Socal34-G2,24-090725,481,1.17B,33-08.559 N,118-53.588 W,1106,2009-07-25,2009-09-25,R,200,0,0,0,2009-07-26,06:00:00,2009-09-18,12:17:30,54
Socal34-H,19-090723,560,1.17B,32-50.569 N,119-10.294 W,992,2009-07-23,2009-09-25,R,200,0,0,0,2009-07-23,12:00:00,2009-09-15,18:17:30,54
Socal34-M,31-090727,452,2.01,33-30.927 N,119-14.794 W,902,2009-07-27,2009-09-25,R,200,0,0,0,2009-07-27,12:00:00,2009-09-16,13:35:58,51
Socal34-N,17-090722,561,1.17B,32-22.186 N,118-33.885 W,1287,2009-07-22,2009-09-25,R,200,0,0,0,2009-07-22,20:00:00,2009-09-15,02:18:45,55
Socal34-TB,31-090721,560,2.01,32-39.851 N,119-15.032 W,126,2009-07-21,2009-07-23,R,200,0,0,0,2009-07-22,06:00:00,2009-07-23,21:50:43,1
Socal35-G2,31-090925,452,2.01A,33-08.566 N,118-53.597 W,1108,2009-09-25,2009-12-05,R,200,0,0,1,2009-09-25,12:00:00,2009-11-16,12:17:30,56
Socal35-H,24-090925,481,1.17B,32-50.564 N,119-10.279 W,995,2009-09-25,2009-12-05,R,200,0,0,0,2009-09-25,15:00:00,2009-11-18,21:17:30,55
Socal35-K3,44-090924,577,2.01A,33-54.825 N,119-33.883 W,974,2009-09-24,2009-12-16,R,200,0,0,1,2009-09-24,18:00:00,2009-11-11,01:36:15,48
Socal35-M,43-090925,578,2.01A,33-30.923 N,119-14.779 W,912,2009-09-25,2009-12-04,R,200,0,0,1,2009-09-25,06:00:00,2009-11-17,17:08:00,53
Socal35-N,19-090925,560,1.17B,32-22.191 N,118-33.887 W,1295,2009-09-25,2009-12-06,R,200,0,0,0,2009-09-26,03:00:00,2009-11-19,09:17:30,54
Socal35-P,38-090923,565,2.01A,32-53.598 N,117-22.714 W,479,2009-09-23,2009-12-03,R,200,0,0,1,2009-09-24,00:00:00,2009-11-11,21:36:15,49
Socal35-Q,39-090924,566,2.01A,33-49.222 N,118-37.775 W,682,2009-09-24,2009-12-04,R,200,0,0,1,2009-09-24,12:00:00,2009-11-17,18:17:30,55
Socal35-R,37-090924,567,2.01A,33-09.596 N,120-00.580 W,1208,2009-09-24,2009-12-05,R,200,0,0,1,2009-09-25,00:00:00,2009-11-16,18:42:30,53
Socal35-S,32-090926,492,2.01,32-29.095 N,118-16.407 W,1390,2009-09-26,2009-12-06,R,200,0,0,0,2009-09-26,12:00:00,2009-11-15,01:25:00,50
Socal36-H,37-091205,587,2.01A,32-50.550 N,119-10.266 W,997,2009-12-05,2010-01-30,R,200,0,0,0,2009-12-06,00:00:00,2010-01-29,06:17:30,54
Socal36-M,39-091204,566,2.01A,33-30.937 N,119-14.798 W,912,2009-12-04,2010-01-29,R,200,0,0,1,2009-12-05,00:00:00,2010-01-24,20:54:45,50
Socal36-N,31-091205,585,2.01A,32-22.186 N,118-33.769 W,1282,2009-12-05,2010-01-30,R,200,0,0,1,2009-12-06,12:00:00,2010-01-26,08:53:45,51
Socal36-P,29-091203,588,2.02Q,32-53.598 N,117-22.714 W,477,2009-12-03,2010-01-12,R,200,0,0,1,2009-12-04,22:00:00,2010-01-12,23:34:00,39
