Data_ID,DL_ID,PreAmp,CPU_Ver,Latitude,Longitude,Depth_m,Deploy_Date,Recovery_Date,Status,Sample_Rate,Cycle_Int,Duty_Dur,Prob_Set,Data_Start_Date,Data_Start_Time,Data_End_Date,Data_End_Time,Rec_Dur
Socal36-Q,17-091204,584,2.01A,33-49.204 N,118-37.762 W,687,2009-12-04,2010-01-29,R,200,0,0,0,2009-12-04,18:00:00,2010-01-25,15:40:11,52
Socal36-R,43-091205,578,2.01A,33-09.628 N,120-00.615 W,1200,2009-12-05,2010-01-30,R,200,0,0,0,2009-12-08,09:00:00,2010-01-28,14:28:45,51
Socal36-S,19-091206,560,2.01A,32-29.078 N,118-16.366 W,1387,2009-12-06,2010-01-30,R,200,0,0,0,2009-12-06,12:00:00,2010-01-29,18:22:30,54
Socal37-H,39-100130,566,2.01A,32-50.554 N,119-10.272 W,992,2010-01-30,2010-04-10,R,200,0,0,0,2010-01-30,18:00:00,2010-03-22,23:16:15,52
Socal37-M,29-100129,473,2.01A,33-30.915 N,119-14.960 W,891,2010-01-29,2010-04-09,R,200,0,0,0,2010-01-30,00:00:00,2010-03-25,06:18:45,54
Socal37-N,37-100130,587,2.01A,32-22.184 N,118-33.768 W,1280,2010-01-30,2010-04-11,R,200,0,0,0,2010-01-31,00:00:00,2010-03-26,06:17:30,54
Socal37-P-DL19,19-100131,577,2.02Q,32-53.595 N,117-22.709 W,476,2010-01-31,2010-02-08,R,200,0,0,0,2010-01-31,06:00:00,2010-02-08,23:08:45,9
Socal37-P-DL43,43-100131,578,2.01A,32-53.595 N,117-22.709 W,476,2010-01-31,2010-02-08,R,200,0,0,1,2010-01-31,06:00:00,2010-02-07,00:45:00,8
Socal37-Q,45-100129,596,2.01A,33-49.207 N,118-37.75 W,671,2010-01-29,2010-04-09,R,200,0,0,0,2010-01-29,18:00:00,2010-03-25,00:17:30,55
Socal37-R,17-100130,584,2.01A,33-09.621 N,120-00.606 W,1188,2010-01-30,2010-04-10,R,200,0,0,0,2010-01-30,10:00:00,2010-03-25,16:17:00,54
Socal37-S,31-100130,585,2.01A,32-29.092 N,118-16.370 W,1375,2010-01-30,2010-04-11,R,200,0,0,0,2010-01-31,04:00:00,2010-03-20,11:20:00,48
Socal38-H,17-100410,584,2.02Q,32-50.555 N,119-10.252 W,989,2010-04-10,2010-07-22,R,200,0,0,0,2010-04-10,15:00:00,2010-07-22,23:31:15,103
Socal38-M,45-100409,596,2.02Q,33-30.897 N,119-14.896 W,917,2010-04-09,2010-07-21,R,200,0,0,1,2010-04-10,00:00:00,2010-07-12,17:45:00,93
Socal38-N,39-100411,566,2.02Q,32-22.180 N,118-33.800 W,1284,2010-04-11,2010-07-23,R,200,0,0,0,2010-04-11,03:00:00,2010-07-18,21:41:15,98
Socal38-P,31-100409,585,2.02Q,32-53.550 N,117-22.859 W,500,2010-04-11,TBD,R,200,0,0,0,2010-04-11,15:00:00,2010-05-07,18:48:45,26
Socal38-Q,19-100409,588,2.02Q,33-49.209 N,118-37.681 W,671,2010-04-09,2010-07-21,R,200,0,0,0,2010-04-09,18:00:00,2010-07-21,12:36:15,103
Socal38-R,29-100410,591,2.02Q,33-09.601 N,120-00.522 W,1202,2010-04-10,2010-07-22,R,200,0,0,0,2010-04-10,06:00:00,2010-07-20,01:47:30,47
Socal38-S,37-100411,587,2.02Q,32-29.092 N,118-16.309 W,1380,2010-04-11,2010-07-23,R,200,0,0,0,2010-04-11,06:00:00,2010-07-10,00:43:45,90
Socal40-H,29-100722,591,2.02R,32-50.552 N,119-10.254 W,1004,2010-07-22,2010-12-06,R,200,0,0,0,2010-07-23,00:00:00,2010-11-08,09:26:15,108
Socal40-M,68-100721,588,2.02R,33-30.891 N,119-14.832 W,909,2010-07-21,2010-12-05,R,200,0,0,0,2010-07-22,00:00:00,2010-11-07,08:49:59,108
Socal40-N,17-100722,584,2.02R,32-22.182 N,118-33.803 W,1288,2010-07-22,2010-12-06,R,200,0,0,1,2010-07-23,14:00:00,2010-11-08,23:26:15,108
Socal40-R,45-100721,596,2.02R,33-09.599 N,120-00.499 W,1197,2010-07-22,2010-12-05,R,200,0,0,1,2010-07-22,06:00:00,2010-10-25,01:18:45,95
Socal40-S,46-100723,566,2.02R,32-29.096 N,118-16.293 W,1388,2010-07-23,2010-12-07,R,200,0,0,0,2010-07-23,14:44:00,2010-08-18,12:34:42,27
Socal40-SN,52-100721,611,2.02R,32-54.897 N,120-22.523 W,1086,2010-07-22,2010-12-06,R,200,0,0,0,2010-07-22,09:00:00,2010-11-06,22:03:45,107
Socal41-H,45-101206,614,2.02S,32-50.553 N,119-10.247 W,1002,2010-12-06,2011-05-11,R,200,0,0,0,2010-12-06,20:00:00,2011-04-17,20:57:30,133
Socal41-M,33-101205,618,2.02S,33-30.897 N,119-14.888 W,919,2010-12-05,2011-05-10,R,200,0,0,0,2010-12-05,20:00:00,2011-04-24,08:52:30,140
Socal41-N,29-101206,591,2.02S,32-22.183 N,118-33.802 W,1271,2010-12-06,2011-05-12,R,200,0,0,0,2010-12-07,03:00:00,2011-04-09,22:02:30,123
Socal41-NE,58-101207,599,2.02R,32-22.174 N,118-33.474 W,1245,2010-12-07,2011-01-05,R,200,0,0,0,2010-12-07,09:00:00,2011-01-06,04:33:45,30
Socal41-NN,55-101206,605,2.10L,32-22.450 N,118-33.799 W,1275,2010-12-06,2011-02-13,R,100,0,0,0,2010-12-07,00:00:00,2011-02-13,10:33:22,68
Socal41-NS,56-101207,619,2.02R,32-21.913 N,118-33.805 W,1293,2010-12-07,2011-01-05,R,200,0,0,0,2010-12-07,05:00:00,2011-01-06,04:33:45,30
Socal41-NW,32-101207,604,2.10L,32-22.182 N,118-34.124 W,1315,2010-12-07,2011-02-13,R,100,0,0,0,2010-12-07,07:00:00,2011-02-13,17:14:22,68
Socal41-R,19-101205,588,2.02S,33-09.605 N,120-00.519 W,1197,2010-12-05,2011-05-11,R,200,0,0,0,2010-12-06,00:00:00,2011-03-24,11:42:35,109
Socal41-S,52-101207,566,2.02S,32-29.102 N,118-16.323 W,1380,2010-12-07,2011-05-12,R,200,0,0,0,2010-12-07,20:00:00,2011-05-01,12:35:00,145
Socal42-NE,58-110106,599,2.02R,32-22.182 N,118-33.478 W,1254,2011-01-06,2011-02-13,R,200,0,0,0,2011-01-06,08:00:00,2011-02-13,15:20:35,NULL
Socal42-NS,56-110106,619,2.02R,32-21.913 N,118-33.799 W,1293,2011-01-06,2011-02-13,R,200,0,0,0,2011-01-06,10:00:00,2011-02-13,16:22:30,NULL
Socal44-H,33-110511,618,2.02C,32-50.558 N,119-10.287 W,989,2011-05-11,2011-10-13,R,200,0,0,0,2011-05-11,17:00:00,2011-10-12,15:57:30,123
Socal44-M,43-110506,560,2.02S,33-30.887 N,119-14.875 W,928,2011-05-06,2011-10-25,R,200,0,0,0,2011-05-11,00:00:00,2011-10-02,10:06:15,113
Socal44-N,19-110511,588,2.02S,32-22.189 N,118-33.803 W,1282,2011-05-12,2011-10-13,R,200,0,0,0,2011-05-12,16:00:00,2011-09-23,07:00:00,134
Socal45-H,69-111014,649,2.02S,32-50.537 N,119-10.217 W,1008,2011-10-14,2012-03-24,R,200,0,0,1,2011-10-16,00:00:00,2012-03-05,11:48:45,126
Socal45-M,71-101025,618,2.02S,33-30.886 N,119-14.886 W,927,2011-10-25,2012-03-21,R,200,0,0,1,2011-10-27,00:00:00,2012-03-18,00:00:00,143
Socal45-N,66-111013,643,2.02S,32-22.199 N,118-33.894 W,1295,2011-10-13,2012-03-24,R,200,0,0,0,2011-10-16,00:00:00,2012-02-13,18:40:40,121
Socal46-H,76-120324,665,2.05A,32-50.529 N,119-10.191 W,993,2012-03-24,2012-08-10,R,320,0,0,1,2012-03-25,00:00:00,2012-07-21,12:25:15,119
Socal46-M,39-120321,662,2.02S,33-30.826 N,119-14.880 W,926,2012-03-21,2012-08-09,R,200,0,0,0,2012-03-24,00:00:00,2012-07-22,15:40:00,121
Socal46-N,43-120324,643,2.02S,32-22.200 N,118-33.903 W,1292,2012-03-24,2012-08-10,R,200,0,0,0,2012-03-25,00:00:00,2012-08-05,20:10:00,134
Socal47-H,13-120810,676,2.02S,32-50.806 N,119-10.575 W,1006,2012-08-10,2012-12-19,R,200,0,0,0,2012-08-10,02:00:00,2012-12-20,23:51:15,133
Socal47-M,68-120810,677,2.02S,33-30.547 N,119-14.444 W,660,2012-08-09,2012-12-17,R,200,0,0,1,2012-08-10,00:00:00,2012-12-19,23:30:07,132
Socal47-N,16-120810,668,2.02S,32-22.157 N,118-33.938 W,1285,2012-08-10,2012-12-19,R,200,0,0,0,2012-08-10,12:00:00,2012-12-06,11:38:45,119
Socal48-H,17-121221,697,2.05A,32-50.536 N,119-10.245 W,1000,2012-12-20,2013-04-30,R,320,0,0,1,2012-12-21,02:00:00,2013-04-30,22:29:03,131
Socal48-M,81-121216,691,2.02S,33-30.599 N,119-15.305 W,907,2012-12-16,2013-04-30,R,200,0,0,0,2012-12-20,02:00:00,2013-04-25,18:41:15,127
Socal48-N,71-121220,672,2.02S,32-22.196 N,118-33.917 W,1300,2012-12-20,2013-05-01,R,200,0,0,0,2012-12-20,20:00:00,2013-05-01,06:13:45,133
Socal49-H,68-130501,642,2.02S,32-50.419 N,119-10.118 W,990,2013-05-01,2013-09-09,R,200,0,0,1,2013-05-01,00:00:00,2013-09-07,00:48:45,129
Socal49-M,27-130430,700,2.02S,33-30.607 N,119-15.305 W,882,2013-04-30,2013-09-09,R,200,0,0,0,2013-04-30,22:00:00,2013-09-05,06:17:30,127
Socal49-N,81-130502,672,2.02S,32-22.194 N,118-33.892 W,1292,2013-05-02,2013-09-10,R,200,0,0,0,2013-05-02,18:00:00,2013-09-11,07:32:30,131
Socal50-H,86-130910,723,2.02U,32-50.307 N,119-10.006 W,NULL,2013-09-10,2014-01-06,R,200,0,0,0,2013-09-10,12:00:00,2014-01-07,00:18:51,118
Socal50-M,80-130909,724,2.02S,33-30.584 N,119-15.252 W,NULL,2013-09-09,2014-01-06,R,200,0,0,0,2013-09-10,00:00:00,2014-01-06,20:43:44,119
Socal51-H,32-140106,729,2.02S,32-50.307 N,119-10.006 W,960,2014-01-06,2014-04-03,R,200,0,0,0,2014-01-07,02:00:00,2014-04-03,20:01:15,87
Socal51-M,54-140106,731,2.02S,33-30.577 N,119-15.251 W,877,2014-01-06,2014-04-04,R,200,0,0,0,2014-01-06,22:00:00,2014-04-04,19:08:45,88
Socal51-N,86-140107,723,2.02U,32-22.194 N,118-33.892 W,1230,2014-01-07,2014-04-04,R,200,0,0,1,2014-01-07,20:00:00,2014-02-16,15:15:00,40
Socal52-H,81-140403,740,2.02U,32-50.800 N,119-10.588 W,986,2014-04-03,2014-07-30,R,200,0,0,0,2014-04-04,00:00:00,2014-07-30,06:25:06,117.3
Socal52-M,89-140403,736,2.02S,33-30.595 N,119-15.305 W,890,2014-04-03,2014-07-28,R,200,0,0,1,2014-04-04,20:00:00,2014-07-06,08:34:45,92.5
Socal52-N,32-140403,738,2.02S,32-22.197 N,118-33.913 W,1154,2014-04-04,2014-07-30,R,200,0,0,0,2014-04-04,03:59:59,2014-07-30,13:23:44,117.4
Socal53-H,89-140730,736,2.02S,32-50.693 N,119-10.564 W,NULL,2014-07-30,2014-11-05,R,200,0,0,0,2014-07-30,12:00:00,2014-11-05,00:47:30,97.5
Socal53-M,34-140730,714,2.02S,33-30.842 N,119-14.911 W,900,2014-07-30,2014-11-03,R,200,0,0,0,2014-07-30,02:00:00,2014-11-03,17:35:00,96.7
Socal53-N,81-140730,740,2.02U,32-22.185 N,118-33.820 W,NULL,2014-07-30,2014-11-05,R,200,0,0,0,2014-07-30,18:00:00,2014-11-05,08:02:36,97.6
Socal53-SN,54-140729,731,2.02S,32-54.917 N,120-22.532 W,NULL,2014-07-29,2015-06-11,R,200,0,0,1,2014-07-29,17:59:59,2014-08-08,11:33:48,9.7
Socal54-H,83-141105,742,2.02S,32-50.775 N,119-10.544 W,1000,2014-11-05,2014-02-04,R,200,0,0,0,2014-11-05,06:00:00,2015-02-04,20:33:45,91.6
Socal54-M,82-141103,599,2.02S,33-30.837 N,119-14.943 W,900,2014-11-03,2014-02-04,R,200,0,0,0,2014-11-04,00:00:00,2015-02-05,01:53:45,93
Socal54-N,89-141105,714,2.02S,32-22.180 N,118-33.951 W,NULL,2014-11-05,2014-02-04,R,200,0,0,0,2014-11-05,12:00:00,2015-02-05,00:07:15,91.5
Socal55-H,13-150204,734,2.02U,32-50.778 N,119-10.584 W,1000,2015-02-04,2015-06-01,R,200,0,0,0,2015-02-05,00:00:00,2015-06-01,16:16:21,116.7
Socal55-N,47-150204,736,2.02U,32-22.211 N,118-33.937 W,1000,2015-02-04,2015-06-01,R,200,0,0,1,2015-02-05,00:00:00,2015-06-01,21:38:57,116.9
Socal56-H,86-150601,711,2.02U,32-50.777 N,119-10.569 W,1000,2015-06-01,2015-10-02,R,200,0,0,0,2015-06-02,00:00:00,2015-10-03,00:27:36,123
Socal56-N,91-150601,706,2.02,32-22.223 N,118-33.841 W,NULL,2015-06-01,2015-10-02,R,200,0,0,0,2015-06-02,00:00:00,2015-10-03,14:52:36,123.6
Socal57-H,110-151003,683,2.74,32-50.761 N,119-10.606 W,NULL,2015-10-03,2015-11-21,R,200,0,0,1,2015-10-03,00:00:00,2015-11-21,15:03:45,49.6
Socal57-N,109-151003,724,2.74,32-22.212 N,118-33.871 W,1260,2015-10-03,2015-11-21,R,200,0,0,0,2015-10-03,18:00:00,2015-11-21,10:17:30,48.7
SOCAL_A2_01,132-160817,830,2.85,33-14.150 N,118-14.760 W,823,2016-08-17,2016-12-13,R,200,0,0,0,2016-08-18,06:00:00,2016-11-24,11:28:51,98.2
SOCAL_CB_01_01,74-160718,740,2.02U,33-13.000 N,118-36.000 W,1200,2016-07-20,2016-08-02,R,200,0,0,0,2016-07-20,12:00:00,2016-08-02,15:53:45,13.2
SOCAL_CB_01_02,55-160718,707,2.02U,33-12.035 N,118-33.762 W,1250,2016-07-20,2016-08-02,R,200,0,0,0,2016-07-20,12:00:00,2016-08-02,17:10:00,13.2
SOCAL_E_61,108-170304,830,2.86,32-39.535 N,119-28.710 W,1331,2017-03-04,2017-07-10,R,200,0,0,0,2017-03-05,00:00:00,2017-07-10,15:37:36,127.7
SOCAL_E_62,108-170711,830,2.86,32-39.538 N,119-28.812 W,1312,2017-07-11,2018-03-14,R,200,0,0,0,2017-07-11,05:00:00,2018-02-10,17:41:15,214.5
SOCAL_E_63_EE_C4,140-180314,907;908;909;910,2.97,32-39.540 N,119-28.625 W,NULL,2018-03-14,NULL,R,100,0,0,1,2018-03-15,00:00:00,2018-07-05,03:26:31,112.1
SOCAL_E_63_EN,102-180314,819,2.87,32-39.729 N,119-29.047 W,NULL,2018-03-14,2018-07-11,R,200,0,0,0,2018-03-15,00:00:00,2018-07-11,20:38:45,118.9
SOCAL_E_63_ES,132-180315,830,2.87,32-65.352 N,119-48.446 W,1330,2018-03-15,2018-07-11,R,200,0,0,0,2018-03-15,06:00:00,2018-07-11,20:10:00,118.6
SOCAL_E_63_EW_C4,111-180314,904;845;848;849,2.97,32-39.357 N,119-29.258 W,1320,2018-03-14,NULL,R,100,0,0,0,2018-03-15,00:00:00,2018-07-05,03:27:15,112.1
SOCAL_E_64,136-180711,876,2.87,32-39.453 N,119-28.564 W,1300,2018-07-11,2018-11-29,R,200,0,0,1,2018-07-12,00:00:00,2018-11-28,21:25:00,139.9
SOCAL_H_58,111-151121,711,2.74,32-50.749 N,119-10.620 W,NULL,2015-11-21,2016-07-06,R,200,0,0,0,2015-11-21,18:00:00,2016-04-25,08:51:21,155.6
SOCAL_H_59,129-160706,700,2.85,32-50.703 N,119-10.583 W,1000,2016-07-06,2016-11-09,R,200,0,0,0,2016-07-06,18:00:00,2016-11-09,05:16:21,125.5
SOCAL_H_61,147-170221,844,2.86,32-50.752 N,119-10.523 W,1000,2017-02-21,2017-06-06,R,200,0,0,0,2017-02-22,00:00:00,2017-06-06,22:33:51,104.9
SOCAL_H_62,111-170606,821,2.86,32-50.754 N,119-10.525 W,1000,2017-06-06,2017-10-04,R,200,0,0,0,2017-06-07,00:00:00,2017-10-04,23:45:06,120
SOCAL_H_63,147-171005,813,2.87,32-50.728 N,119-10.484 W,NULL,2017-10-05,NULL,R,200,0,0,1,2017-10-05,04:00:00,2018-02-02,22:55:00,120.8
SOCAL_H_64,125-180203,855,2.87,32-50.704 N,119-10.472 W,1078,2018-02-03,2018-07-09,R,200,0,0,1,2018-02-04,00:00:00,2018-07-09,12:31:15,155.5
SOCAL_H_65,148-180709,815,2.87,32-50.536 N,119-10.249 W,1000,2018-07-09,2018-11-28,R,200,0,0,0,2018-07-09,18:00:00,2018-11-29,00:33:45,142.3
SOCAL_N_58,102-151121,599,2.74,32-22.174 N,118-33.884 W,1200,2015-11-21,2015-07-06,R,200,0,0,1,2015-11-21,12:00:00,2016-04-18,14:16:21,149.1
SOCAL_N_59,117-160706,742,2.85,32-22.251 N,118-33.863 W,1200,2016-07-06,2016-11-09,R,200,0,0,0,2016-07-07,00:00:00,2016-11-08,23:57:30,125
SOCAL_N_60,126-161108,812,2.86,32-22.159 N,118-33.848 W,1200,2016-11-08,2017-02-21,R,200,0,0,0,2016-11-09,06:00:00,2017-02-21,15:00:33,104.4
SOCAL_N_61,148-170221,857,2.86,32-22.256 N,118-33.884 W,1300,2017-02-21,2017-06-07,R,200,0,0,0,2017-02-21,18:00:00,2017-06-07,01:58:45,105.3
SOCAL_N_62,117-170607,809,2.86,32-22.248 N,118-33.852 W,1300,2017-06-07,2018-02-03,R,200,0,0,1,2017-06-07,06:00:00,2017-12-21,01:02:36,196.8
SOCAL_N_63,133-180203,815,2.87,32-22.230 N,118-33.872 W,1296,2018-02-03,2018-07-09,R,200,0,0,0,2018-02-04,00:00:00,2018-07-09,02:45:00,155.1
SOCAL_N_64,137-180708,809,2.87,32-22.137 N,118-33.874 W,1290,2018-07-09,2018-11-28,R,200,0,0,0,2018-07-09,06:00:00,2018-11-28,16:06:15,142.4
SOCAL_SN_56,81-150611,731,2.02U,32-54.945 N,120-22.558 W,1289,2015-06-11,2016-03-17,R,200,0,0,1,2015-06-11,21:00:00,2015-10-02,19:31:53,112.9
SOCAL_SN_57,104-160316,731,2.84,32-54.917 N,120-22.519 W,NULL,2016-03-17,2017-03-04,R,200,0,0,0,2016-03-17,12:00:00,2017-01-07,11:48:50,296
SOCAL_SN_58,125-170305,738,2.86,32-54.936 N,120-22.544 W,1090,2017-03-04,2017-10-04,R,200,0,0,1,2017-03-05,00:00:00,2017-09-10,17:53:51,189.7
SOCAL_SN_59,130-171004,738,2.87,32-54.771 N,120-22.445 W,NULL,2017-10-04,2018-08-01,D,200,0,0,0,2017-10-04,18:00:00,2018-08-02,02:43:45,301.4
SOCAL_T_01_A,108-160818,829,2.85,32-53.210 N,117-33.370 W,827,2016-08-18,2016-12-13,R,200,0,0,1,2016-08-18,06:00:00,2016-11-09,15:25:29,83.4
SOCAL_T_01_B,103-160928,823,2.85,32-53.914 N,117-36.586 W,900,2016-09-28,2016-12-13,R,200,0,0,0,2016-09-29,00:00:00,2016-12-15,20:50:06,77.9
SOCAL_T_01_C_C4,136-160928,781;782;784;805,2.95,32-51.387 N,117-35.762 W,900,2016-09-28,2016-12-13,R,100,0,0,1,2016-09-29,00:00:00,2016-12-15,02:32:11,77.1
SOCAL_T_01_D_C4,137-160928,747;804;749;764,2.95,32-51.566 N,117-35.714 W,900,2016-09-28,2016-12-13,R,100,0,0,0,2016-09-29,00:00:00,2016-11-05,08:34:29,37.4
SOCAL_T_02,132-170303,700,2.86,32-53.212 N,117-33.362 W,825,2017-03-03,2017-07-06,R,200,0,0,1,2017-03-05,00:00:00,2017-07-06,22:20:06,123.9
SOCAL_T_03,132-170708,700,2.86,32-53.199 N,117-33.496 W,814,2017-07-08,2018-01-17,R,200,0,0,1,2017-07-08,17:00:00,2018-01-18,19:37:36,195.1
SOCAL_T_test_DL111_C4,NULL,NULL,2.97,32-52.909 N,177-33.573 W,841,2018-01-17,2018-01-22,NULL,100,0,0,1,2018-01-18,00:00:00,2018-01-23,02:29:35,5.1
SOCAL_T_test_DL140_C4,NULL,NULL,2.97,32-53.122 N,177-33.756 W,842,2018-01-17,2018-01-22,NULL,100,0,0,1,2018-01-18,00:00:00,2018-01-23,03:48:23,5.2
Tinian02-A,56-110412,583,2.02S,15-02.344 N,145-45.130 E,995,2011-04-12,2012-06-22,R,200,20,5,0,2011-04-13,00:00:00,2011-11-22,14:42:30,224
Tinian03-A,56-120622,598,2.02S,15-02.388 N,145-45.319 E,NULL,2012-06-23,2013-07-14,R,200,6,5,1,2012-06-23,00:00:00,2013-05-14,22:57:45,327
Tinian04-A,56-130721,695,2.02S,15-02.241 N,145-45.228 E,1000,2013-07-21,2014-06-14,R,200,7,5,1,2013-07-23,00:00:00,2014-06-15,00:04:15,327
Tinian05-A,56-140615,651,2.02S,15-02.241 N,145-45.228 E,1000,2014-06-15,NULL,R,200,7,5,1,2014-06-16,00:00:00,2014-11-11,08:12:00,148.3
Tinian_A_06,15-150511,691,2.02S,15-02.402 N,145-45.379 E,NULL,2015-05-11,2016-05-26,R,200,7,5,1,2015-05-13,00:00:00,2016-05-23,02:39:30,376.1
Tinian_A_07,15-160527,668,NULL,15.02.241 N,145-45.228 E,NULL,2016-05-27,2017-05-23,R,200,7,5,0,2016-05-30,00:00:00,2016-11-05,18:38:30,159.8
TM01-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2012-12-01,20:00:00,2013-04-05,12:11:28,124.7
TM02-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2013-05-01,00:00:00,2013-12-28,18:51:15,241.8
TM03-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2014-10-01,00:00:00,2015-05-27,01:07:30,230
USWTR01-A,08-071009,H412,1.17,33-47.483 N,76-31.429 W,162,2007-10-09,2008-05-27,R,200,10,5,1,2007-10-10,00:00:00,2008-01-16,15:02:14,99
USWTR02-B,08-080530,H412,1.17,33-48.664 N,76-25.697 W,232,2008-05-30,2008-11-24,R,200,10,5,1,2008-05-31,00:00:00,2008-09-11,00:15:00,104
USWTR03-A,NULL,NULL,NULL,33-47.371 N,76-31.152 W,174,NULL,NULL,NULL,200,10,5,0,NULL,NULL,NULL,NULL,NULL
USWTR04-A,08-091108,579,2.01A,33-47.240 N,76-31.445 W,171,2009-11-08,2010-06-19,R,200,15,5,1,2009-11-08,18:00:00,2010-02-24,04:01:14,108
USWTR04-C,42-091108,561,2.01A,33-40.670 N,76-28.613 W,335,2009-11-08,2010-06-19,R,200,15,5,0,2009-11-08,18:00:00,2009-04-20,22:00:00,163
USWTR05-A,08-100729,579,2.02Q,33-47.590 N,76-30.972 W,174,2010-07-29,2011-06-10,R,200,10,5,0,2010-07-30,00:00:00,2011-03-03,18:20:00,217
USWTR05-D,42-100729,561,2.02Q,33-34.839 N,76-33.009 W,338,2010-07-29,2011-06-10,R,200,10,5,0,2010-07-30,00:00:00,2011-02-04,08:01:15,190
USWTR06-E,08-110818,579,2.02S,33-46.676 N,75-55.585 W,952,2011-08-18,2012-07-13,R,200,10,5,0,2011-08-19,00:00:00,2011-12-01,14:23:45,105
USWTR07-E,34-120714,640,2.02S,33-47.200 N,75-55.750 W,914,2012-07-13,2012-10-24,R,200,10,5,0,2012-07-14,00:00:00,2012-10-02,17:03:45,81
USWTR08-E,42-121024,685,2.02S,33-47.230 N,75-55.650 W,853,2012-10-24,2013-08-08,R,200,10,5,0,2012-10-24,00:00:00,2013-06-30,00:50:00,249
Wake01-S,24-100130,593,NULL,19-13.200 N,166-41.005 E,800,2010-01-30,2010-05-04,R,200,10,5,0,2010-01-31,00:00:00,2010-05-04,23:32:29,93
Wake03-S,58-110325,599,NULL,19-13.254 N,166-41.563 E,886,2011-03-25,2012-02-06,R,200,6,5,0,2011-03-25,00:00:00,2011-03-27,01:10:00,63
Wake04-S,58-120214,599,NULL,19-13.294 N,166-41.563 E,935,2012-02-14,2014-06-09,R,200,30,5,0,2012-02-25,00:00:00,2013-01-03,16:02:30,313.7
Wake05-S,15-140609,730,2.02S,19-13.330 N,166-41.673 E,849,2014-06-09,2015-05-09,R,200,30,5,1,2014-06-20,00:00:00,2015-05-08,23:33:45,381
Wake_S_06,36-150511,678,2.02S,19-13.408 N,166-41.671 E,620,2015-05-11,2015-05-24,R,200,30,5,1,2015-05-05,00:00:00,2016-05-24,06:00:00,385.6
Wake_S_07,58-160402,651,NULL,19-22.324 N,166-69.378 E,620,2016-04-02,2017-05-23,R,200,30,5,1,2016-04-12,00:00:00,2016-12-16,06:02:30,248.3
Wake_S_08,146-170422,831,2.86,19-22.424 N,166-69.260 E,882,2017-04-22,06/03/2018,R,200,30,5,1,2017-05-02,00:00:00,2017-10-28,15:31:20,179.6
WAT_BC_01,124-160420,814,2.84,39-11.463 N,72-13.722 W,1000,2016-04-20,NULL,R,200,0,0,1,2016-04-20,18:00:00,2017-06-10,23:04:05,416.2
WAT_BC_02,123-170630,876,2.86,39-11.430 N,72-13.628 W,1000,2017-06-30,2018-06-03,R,200,0,0,1,2017-06-30,12:00:00,2018-06-03,11:31:21,337.9
WAT_BP_01,114-160428,810,2.84,32-06.362 N,77-05.659 W,945,2016-04-28,2017-06-27,R,200,0,0,1,2016-04-28,12:00:00,2017-06-27,04:57:36,424.7
WAT_BP_02,121-170627,842,2.86,32-06.417 N,77-05.406 W,941,2017-06-27,2018-06-28,R,200,0,0,1,2017-06-27,12:00:00,2018-06-28,13:08:51,366
WAT_BR_01,133-180725,860,2.87,40-01.967 N,67-59.301 W,2085,2018-07-25,2018-08-17,R,200,0,0,0,NULL,NULL,NULL,NULL,NULL
WAT_BS_01,121-160427,815,2.84,30-35.027 N,77-23.443 W,1005,2016-04-27,2017-06-26,R,200,0,0,1,2016-04-27,18:00:00,2017-06-26,15:22:05,424.9
WAT_BS_02,128-170626,879,2.86,30-34.982 N,77-23.426 W,1005,2017-06-26,2018-06-27,R,200,0,0,1,2017-06-26,18:00:00,2018-06-23,07:32:33,361.6
WAT_GS_01,120-160429,813,2.84,33-39.938 N,76-00.083 W,953,2016-04-28,2017-06-27,R,200,0,0,1,2016-04-29,00:00:00,2017-06-27,18:35:06,424.8
WAT_GS_02,114-170627,878,2.86,33-40.021 N,75-59.968 W,930,2017-06-27,2018-06-28,R,200,0,0,1,2017-06-28,00:00:00,2018-06-26,11:31:21,363.5
WAT_HZ_01,34-150626,734,2.02U,41-03.715 N,66-21.092 W,845,2015-06-26,2016-04-22,R,200,0,0,1,2015-06-27,18:00:00,2016-03-25,02:21:21,271.3
WAT_HZ_02,102-160422,803,2.84,41-03.710 N,66-21.095 W,845,2016-04-22,2017-07-08,R,200,0,0,1,2016-04-22,18:00:00,2017-06-19,07:05:06,422.5
WAT_HZ_03,137-170708,865,2.86,41-03.699 N,66-21.093 W,1090,2017-07-08,2018-06-11,R,200,0,0,1,2017-07-09,00:00:00,2018-01-13,15:25:06,188.6
WAT_NC_01,72-150426,740,2.02U,39-49.949 N,69-58.928 W,977,2015-04-26,2016-04-21,R,200,0,0,1,2015-04-27,00:00:00,2015-09-18,16:28:51,144.7
WAT_NC_02,130-160421,811,2.84,39-49.943 N,69-58.926 W,977,2016-04-21,NULL,R,200,0,0,1,2016-04-21,18:00:00,2017-05-24,14:53:51,397.9
WAT_NC_03,136-170716,856,2.86,39-49.955 N,69-58.915 W,919,2017-07-16,2018-06-09,R,200,0,0,1,2017-07-16,18:00:00,2018-06-09,13:02:36,327.8
